total,filter,remove,rank,organization,country,country_iso,ratio,asn,region
22,0,0,57388,Budgetary institution in the field of information technologies of the Vologda region Center informacionnyh technologii,Russia,RU,0,200496,RIPE NCC
22,0,0,57388,"""OBIT"" Ltd.",Russia,RU,0,3276,RIPE NCC
22,0,0,57388,UNIVERSIDAD DEL MAGDALENA,Colombia,CO,0,267893,LACNIC
22,22,0,57388,CORPORACION UNIVERSIDAD DE MEDELLIN,Colombia,CO,1,61463,LACNIC
22,0,0,57388,Zaporizhstal Integrated Iron & Steel Works JSC,Germany,DE,0,31589,RIPE NCC
22,0,0,57388,UnternehmerTUM GmbH,Germany,DE,0,211941,RIPE NCC
22,0,0,57388,HHLA Hamburger Hafen und Logistik AG,Germany,DE,0,50943,RIPE NCC
22,0,0,57388,Stuttgarter Strassenbahnen AG,Germany,DE,0,51215,RIPE NCC
22,0,0,57388,"OOO ""UNITED PRESS""",Russia,RU,0,51292,RIPE NCC
22,0,0,57388,Multicom LLC,Russia,RU,0,198515,RIPE NCC
22,0,0,57388,"OJSC ""Setevaya kompaniya""",Russia,RU,0,57953,RIPE NCC
22,0,0,57388,IT-PROF LLC,Russia,RU,0,203542,RIPE NCC
22,22,0,57388,OOO Pegas Touristik,Russia,RU,1,41999,RIPE NCC
22,0,0,57388,psb intralogistics GmbH,Germany,DE,0,200377,RIPE NCC
22,0,0,57388,"Regional state independent organization ""The information and techonological center of Kamchatka""",Russia,RU,0,59603,RIPE NCC
22,0,0,57388,Mercadomóveis Ltda,Brazil,BR,0,268958,LACNIC
22,0,0,57388,TRIBUNAL DE JUSTIÇA DO ESTADO DE ALAGOAS,Brazil,BR,0,268178,LACNIC
22,0,0,57388,TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO,Brazil,BR,0,264895,LACNIC
22,0,0,57388,RAEX-Analytics LLC,Russia,RU,0,51427,RIPE NCC
22,0,0,57388,Sistemy Telekommunikatsiy i Svyazi Ltd.,Russia,RU,0,44405,RIPE NCC
22,0,0,57388,OJSC Research and Production Corporation Uralvagonzavod,Russia,RU,0,43785,RIPE NCC
22,0,0,57388,The Regional Computing Center LLC,Russia,RU,0,60678,RIPE NCC
22,0,0,57388,AO Neftegazholding,Russia,RU,0,204304,RIPE NCC
22,0,0,57388,"LLC ""GK ""NOVOTRANS""",Russia,RU,0,207079,RIPE NCC
22,0,0,57388,Mosenergosbyt PJSC,Russia,RU,0,62358,RIPE NCC
22,14,0,57388,Tierranet S.A.S.,Colombia,CO,0.64,269746,LACNIC
22,0,0,57388,Gothaer Systems GmbH,Germany,DE,0,34564,RIPE NCC
22,0,0,57388,Eschborner Service GmbH,Germany,DE,0,47435,RIPE NCC
22,0,0,57388,JSC Tavrida Electrik GC,Russia,RU,0,44917,RIPE NCC
22,0,0,57388,Apeks Security Ltd,Russia,RU,0,196667,RIPE NCC
22,0,0,57388,MultiCarta Ltd,Russia,RU,0,57296,RIPE NCC
22,0,0,57388,A-Net Providing LLC,Armenia,AM,0,199620,RIPE NCC
22,0,0,57388,S 7 Information Technologies LLC,Russia,RU,0,198716,RIPE NCC
22,0,0,57388,JSC TRADING HOUSE GUM,Russia,RU,0,49246,RIPE NCC
22,0,0,57388,OOO MIG-Service Centre,Russia,RU,0,205628,RIPE NCC
22,0,0,57388,LLC NEW NETWORK,Russia,RU,0,212600,RIPE NCC
22,0,0,57388,NPF Berkut Ltd,Russia,RU,0,201016,RIPE NCC
22,0,0,57388,Muenchener Zeitungsverlag GmbH & Co. KG,Germany,DE,0,199090,RIPE NCC
22,0,0,57388,IntarmIT LLC,Russia,RU,0,211778,RIPE NCC
22,0,0,57388,"JSC ""SITRONICS Telecom Solutions""",Russia,RU,0,48788,RIPE NCC
22,0,0,57388,WhiteNet Ltd.,Russia,RU,0,209458,RIPE NCC
22,0,0,57388,"CJSC ""Energomera""",Russia,RU,0,42190,RIPE NCC
22,0,0,57388,"IDGC of Volga, JSC",Russia,RU,0,47972,RIPE NCC
22,0,0,57388,"Closed JSC ""TV Services""",Russia,RU,0,50425,RIPE NCC
22,0,0,57388,ID Bank CJSC,Armenia,AM,0,202515,RIPE NCC
22,0,0,57388,Volo LLC,Armenia,AM,0,212505,RIPE NCC
22,0,0,57388,MEDIA LIFE LLC,Armenia,AM,0,34492,RIPE NCC
22,0,0,57388,Global Credit CJSC,Armenia,AM,0,57206,RIPE NCC
22,0,0,57388,Potok-Telecom Ltd.,Russia,RU,0,212234,RIPE NCC
22,0,0,57388,Komax AG,United Kingdom,GB,0,21423,RIPE NCC
22,0,0,57388,LLC MTW.RU,Russia,RU,0,205595,RIPE NCC
22,0,0,57388,SkyStream Ltd.,Russia,RU,0,209926,RIPE NCC
22,0,0,57388,"Network of Indian Institute of Foreign Trade,",India,IN,0,38021,APNIC
22,0,0,57388,R Systems International Limited,India,IN,0,38314,APNIC
22,0,0,57388,Steel City Securities Limited,India,IN,0,136669,APNIC
22,0,0,57388,KSEDC (Keltron),India,IN,0,131787,APNIC
22,0,0,57388,Financial Technologies Communication Limited,India,IN,0,131181,APNIC
22,0,0,57388,Nj Indiainvest Pvt. Ltd,India,IN,0,137149,APNIC
22,0,0,57388,Knoah Solutions Pvt. Ltd.,India,IN,0,136926,APNIC
22,0,0,57388,Blujay Solutions India Pvt Ltd,India,IN,0,139703,APNIC
22,0,0,57388,Fortune Marketing Pvt Ltd,India,IN,0,134344,APNIC
22,22,0,57388,VMware India Software Pvt Ltd,India,IN,1,133306,APNIC
22,0,0,57388,Sath Technologies Pvt Ltd,India,IN,0,136690,APNIC
22,22,0,57388,Excelacom Technologies P Ltd,India,IN,1,55510,APNIC
22,0,0,57388,Indian Institute of Science Education and Research Bhopal,India,IN,0,56166,APNIC
22,22,0,57388,TCG Lifesciences Limited,India,IN,1,45202,APNIC
22,0,0,57388,Synamedia Technologies (India) Private Limited,India,IN,0,24448,APNIC
22,0,0,57388,PAREXEL International (India) Private Limited,India,IN,0,55570,APNIC
22,0,0,57388,Aker ASA,Norway,NO,0,196788,RIPE NCC
22,0,0,57388,Circle K AS,Norway,NO,0,206133,RIPE NCC
22,0,0,57388,Spectram Telecom Pvt Ltd,India,IN,0,133592,APNIC
22,0,0,57388,Luxoft India LLP,India,IN,0,139068,APNIC
22,0,0,57388,Blue Vision Cable Network Pvt Ltd,India,IN,0,137625,APNIC
22,0,0,57388,Nihilent Technologies,India,IN,0,45765,APNIC
22,0,0,57388,HT Media Ltd.,India,IN,0,132878,APNIC
22,0,0,57388,ASO Savings & Loans PLC,Nigeria,NG,0,37490,AFRINIC
22,0,0,57388,Unified Payment Services Limited,Nigeria,NG,0,37144,AFRINIC
22,0,0,57388,CORALPAY TECHNOLOGY (NIGERIA) LIMITED,Nigeria,NG,0,328221,AFRINIC
22,0,0,57388,CyberSOC Africa Limited,Nigeria,NG,0,328496,AFRINIC
22,0,0,57388,Premium Pension Limited,Nigeria,NG,0,328516,AFRINIC
22,0,0,57388,Cynox-IT Limited,Nigeria,NG,0,328522,AFRINIC
22,0,0,57388,Babcock University,Nigeria,NG,0,327729,AFRINIC
22,0,0,57388,Sterling Bank Plc,Nigeria,NG,0,328053,AFRINIC
22,0,0,57388,First Exploration and Petroleum Development Company Limited,Nigeria,NG,0,328332,AFRINIC
22,0,0,57388,Sun Pharmaceutical Industries Ltd,India,IN,0,9653,APNIC
22,0,0,57388,Wema Bank Plc,Nigeria,NG,0,37328,AFRINIC
22,0,0,57388,Elaketurvakeskus,Finland,FI,0,49802,RIPE NCC
22,0,0,57388,National Institute Of Science Education And Research Bhubaneswar,India,IN,0,141288,APNIC
22,0,0,57388,Glovis India Anathapur Private Limited,India,IN,0,139794,APNIC
22,0,0,57388,Kochar Infotech Limited,India,IN,0,139788,APNIC
22,0,0,57388,Sutherland Global Services Private Limited,India,IN,0,45153,APNIC
22,0,0,57388,Nomura India Services Pvt Ltd,India,IN,0,45624,APNIC
22,0,0,57388,ISRO TELEMETRY TRACKING AND COMMAND NETWORK,India,IN,0,134819,APNIC
22,0,0,57388,BMC Software India Pvt. Ltd.,India,IN,0,136814,APNIC
22,0,0,57388,FLSmidth Private Limited,India,IN,0,56283,APNIC
22,0,0,57388,Urban Wifi Networks LLC,Puerto Rico,PR,0,397566,ARIN
22,0,0,57388,Kia Motors India Private Limited,India,IN,0,138639,APNIC
22,0,0,57388,Electronics For Imaging India Private Limited,India,IN,0,131170,APNIC
22,0,0,57388,S B Multimedia Pvt. Ltd.,India,IN,0,138301,APNIC
22,0,0,57388,Hong Kong Airlines Limited,Hong Kong,HK,0,137196,APNIC
22,0,0,57388,Kenya Post Office Savings Bank,Kenya,KE,0,328192,AFRINIC
22,0,0,57388,Modern Terminals Ltd,Hong Kong,HK,0,17540,APNIC
22,0,0,57388,UAP Holdings Limited,Kenya,KE,0,37499,AFRINIC
22,20,0,57388,I&M Bank Limited,Kenya,KE,0.91,327884,AFRINIC
22,0,0,57388,NIC Bank,Kenya,KE,0,37274,AFRINIC
22,0,0,57388,Unaitas Savings and Credit Co-operative Society Limited,Kenya,KE,0,328392,AFRINIC
22,0,0,57388,World Vision Kenya,Kenya,KE,0,327793,AFRINIC
22,22,0,57388,Britam Holdings Limited,Kenya,KE,1,327994,AFRINIC
22,0,0,57388,Avions Transport Regional,France,FR,0,49555,RIPE NCC
22,0,0,57388,KEMNET TECHNOLOGIES LIMITED,Kenya,KE,0,328578,AFRINIC
22,0,0,57388,SAVILLS PLC,United Kingdom,GB,0,205237,RIPE NCC
22,0,0,57388,Sagentia Ltd,United Kingdom,GB,0,51953,RIPE NCC
22,0,0,57388,The Framestore Limited,United Kingdom,GB,0,31050,RIPE NCC
22,0,0,57388,Qualcomm Incorporated,United Kingdom,GB,0,60933,RIPE NCC
22,0,0,57388,Cityfibre Limited,United Kingdom,GB,0,204018,RIPE NCC
22,0,0,57388,Professional Protection Electronic Ltd.,United Kingdom,GB,0,40968,RIPE NCC
22,0,0,57388,Electronic Arts Limited,United Kingdom,GB,0,210208,RIPE NCC
22,0,0,57388,Betgenius Limited,United Kingdom,GB,0,209324,RIPE NCC
22,0,0,57388,Holker Network Solutions Ltd,United Kingdom,GB,0,213016,RIPE NCC
22,0,0,57388,Betgenius Limited,United Kingdom,GB,0,200416,RIPE NCC
22,0,0,57388,Nigeria National Petroleum Corporation,Nigeria,NG,0,37207,AFRINIC
22,0,0,57388,Groupe ESIEA Association declaree,France,FR,0,211850,RIPE NCC
22,0,0,57388,SOCIETE FIDUCIAIRE INT D'AUDIT,France,FR,0,209678,RIPE NCC
22,0,0,57388,Trl Krosaki Refractories Limited,India,IN,0,139540,APNIC
22,0,0,57388,Institute for Plasma Research,India,IN,0,133723,APNIC
22,0,0,57388,Solverminds and solutions Technologies pvt Ltd,India,IN,0,133282,APNIC
22,0,0,57388,Institute For Stem Cell Biology And Regenerative Medicine,India,IN,0,134934,APNIC
22,0,0,57388,XL India Business Services Private Limited,India,IN,0,136172,APNIC
22,0,0,57388,PUNJ LLOYD LTD.,India,IN,0,38261,APNIC
22,22,0,57388,Rbs Services India Private Limited,India,IN,1,135828,APNIC
22,0,0,57388,Bqe Kashmir,India,IN,0,136683,APNIC
22,0,0,57388,TaskUs India Private Limited,India,IN,0,142027,APNIC
22,0,0,57388,COMMUNAUTE URBAINE DE STRASBOURG,France,FR,0,48799,RIPE NCC
22,0,0,57388,DREYFOUS & ASSOCIATES,Puerto Rico,PR,0,35892,ARIN
22,0,0,57388,"HOVIONE FARMACIENCIA, S.A.",Portugal,PT,0,210221,RIPE NCC
22,0,0,57388,AGENCIA EFE SA,Spain,ES,0,13137,RIPE NCC
22,0,0,57388,"ENHANCED COMMUNICATIONS, S.L.",Spain,ES,0,213362,RIPE NCC
22,0,0,57388,Compania Espanola Se Seguros Y Reaseguros de Credito y Caucion SA,Spain,ES,0,41994,RIPE NCC
22,0,0,57388,"Ediciones El Pais, S.L.",Spain,ES,0,50974,RIPE NCC
22,0,0,57388,FIBER FAST SARL,Lebanon,LB,0,50770,RIPE NCC
22,4,0,57388,Fars Route Information Technology Services Company,Afghanistan,AF,0.18,132104,APNIC
22,0,0,57388,CHAMBRE COMMERCE INDUSTRIE PAU BEARN,France,FR,0,30839,RIPE NCC
22,0,0,57388,Toluna SAS,France,FR,0,47420,RIPE NCC
22,0,0,57388,"Teixeira Duarte - Engenharia e Construcoes, S.A.",Portugal,PT,0,43064,RIPE NCC
22,0,0,57388,Federal University of Agriculture,Nigeria,NG,0,328324,AFRINIC
22,0,0,57388,Satelcom-Service Ltd.,Russia,RU,0,43321,RIPE NCC
22,0,0,57388,Pumori-Telecom Ltd,Russia,RU,0,51883,RIPE NCC
22,0,0,57388,"UralMontagAvtomatika, OOO",Russia,RU,0,212429,RIPE NCC
22,0,0,57388,Megalink LLC,Russia,RU,0,204277,RIPE NCC
22,0,0,57388,"FEDERAL STATE BUDGET EDUCATIONAL ESTABLISHMENT OF HIGHER EDUCATION ""MOSCOW STATE LAW UNIVERSITY NAMED AFTER O.E KUTAFIN (MSLA)""",Russia,RU,0,210276,RIPE NCC
22,0,0,57388,Sberbank of Russia PJSC,Russia,RU,0,205161,RIPE NCC
22,0,0,57388,Info-connect Ltd.,Russia,RU,0,35783,RIPE NCC
22,0,0,57388,"ORGKHIM Biochemical Holding Management Company, Joint-Stock Company",Russia,RU,0,206465,RIPE NCC
22,0,0,57388,Chumak plc,Russia,RU,0,34720,RIPE NCC
22,0,0,57388,Mera NN Ltd.,Russia,RU,0,200479,RIPE NCC
22,0,0,57388,APR Media Services - OMD Ltd.,Russia,RU,0,39631,RIPE NCC
22,0,0,57388,ArsTelecom Ltd.,Russia,RU,0,211641,RIPE NCC
22,0,0,57388,Internet42 LLC,Russia,RU,0,209592,RIPE NCC
22,0,0,57388,Republican Unitary Enterprise 'Minsk Tractor Plant',Belarus,BY,0,199561,RIPE NCC
22,0,0,57388,"JSC ""Belinvestbank""",Belarus,BY,0,51365,RIPE NCC
22,0,0,57388,BNB-Bank OJSC,Belarus,BY,0,49682,RIPE NCC
22,0,0,57388,"JSC ""Mozyr oil refinery""",Belarus,BY,0,206047,RIPE NCC
22,0,0,57388,CJSC PATIO,Belarus,BY,0,212172,RIPE NCC
22,0,0,57388,Makpetrol AD Skopje,Macedonia,MK,0,43227,RIPE NCC
22,0,0,57388,JSC for Insurance and Reinsurance QBE Makedonija Skopje,Macedonia,MK,0,44777,RIPE NCC
22,0,0,57388,"Adzibadem Sistina Skopje, Private Clinic Hospital",Macedonia,MK,0,205623,RIPE NCC
22,0,0,57388,Komercijalna banka AD Skopje,Macedonia,MK,0,204031,RIPE NCC
22,0,0,57388,Belarusian State University,Belarus,BY,0,13171,RIPE NCC
22,0,0,57388,Internet Maekhong Network Company Limited,Myanmar,MM,0,135589,APNIC
22,0,0,57388,AO SUEK,Russia,RU,0,35195,RIPE NCC
22,0,0,57388,Siberian Internet Company LLC,Russia,RU,0,50753,RIPE NCC
22,0,0,57388,"OJSC ""Modniy Kontinent""",Russia,RU,0,201994,RIPE NCC
22,0,0,57388,Ural Security System Center Ltd.,Russia,RU,0,199259,RIPE NCC
22,0,0,57388,New Line OOO,Russia,RU,0,201131,RIPE NCC
22,0,0,57388,AVTOTOR Holding,Russia,RU,0,199316,RIPE NCC
22,0,0,57388,Gazprom EP International Services B.V.,Russia,RU,0,204230,RIPE NCC
22,0,0,57388,"Federal State Institution of Culture ""State Academic Bolshoi Theatre of Russia""",Russia,RU,0,62063,RIPE NCC
22,0,0,57388,PE Starodumov Andrei,Russia,RU,0,198195,RIPE NCC
22,0,0,57388,JSC Steel Industrial Company,Russia,RU,0,44657,RIPE NCC
22,0,0,57388,Department of Press and Mass Media of Altay region,Russia,RU,0,200364,RIPE NCC
22,0,0,57388,Life-Link LLC,Russia,RU,0,59731,RIPE NCC
22,0,0,57388,Melon Fashion Group JSC,Russia,RU,0,42119,RIPE NCC
22,0,0,57388,Infanet Ltd.,Russia,RU,0,59825,RIPE NCC
22,0,0,57388,KIT Finance PA OOO,Russia,RU,0,199537,RIPE NCC
22,0,0,57388,Synergy University,Russia,RU,0,35387,RIPE NCC
22,0,0,57388,Vostok Telecom LLC,Russia,RU,0,204833,RIPE NCC
22,0,0,57388,Sberbank of Russia PJSC,Russia,RU,0,43396,RIPE NCC
22,0,0,57388,Smart-Office LLC,Russia,RU,0,209667,RIPE NCC
22,0,0,57388,OJSC SEGEZHA PULP AND PAPER MILL,Russia,RU,0,51165,RIPE NCC
22,0,0,57388,HighTech Media Club Ltd.,Russia,RU,0,62447,RIPE NCC
22,0,0,57388,"JSC TC ""Megapolis""",Russia,RU,0,197574,RIPE NCC
22,0,0,57388,OOO MMTR Technologii,Russia,RU,0,212614,RIPE NCC
22,0,0,57388,AO DIXY-Group,Russia,RU,0,202760,RIPE NCC
22,5,0,57388,GNE Company Limited,Myanmar,MM,0.23,139822,APNIC
22,0,0,57388,POSCO INTERNATIONAL CORPORATION (MYANMAR E&P OFFICE),Myanmar,MM,0,137069,APNIC
22,22,0,57388,AZAMPAY TANZANIA LIMITED,Tanzania,TZ,1,328775,AFRINIC
22,0,0,57388,Tanzania Revenue Authority,Tanzania,TZ,0,37419,AFRINIC
22,0,0,57388,Planetcast Media Services Limited,India,IN,0,136475,APNIC
22,0,0,57388,Svinin M.Y. PE,Russia,RU,0,209657,RIPE NCC
22,0,0,57388,"CJSC ""Logistics company MOLCOM""",Russia,RU,0,34698,RIPE NCC
22,0,0,57388,ZAO Kraftway Corporation PLC,Russia,RU,0,48916,RIPE NCC
22,0,0,57388,Trusted Network LLC,Russia,RU,0,202696,RIPE NCC
22,0,0,57388,Andial Ltd.,Russia,RU,0,208780,RIPE NCC
22,0,0,57388,Star-Telecom Ltd.,Russia,RU,0,209954,RIPE NCC
22,0,0,57388,ZEON Ltd.,Russia,RU,0,202091,RIPE NCC
22,0,0,57388,EVRAZHOLDING LLC,Russia,RU,0,56820,RIPE NCC
22,0,0,57388,MAC TV s.r.o.,Slovakia,SK,0,198543,RIPE NCC
22,0,0,57388,Postova banka a.s.,Slovakia,SK,0,34443,RIPE NCC
22,0,0,57388,YellowNET s.r.o,Slovakia,SK,0,203122,RIPE NCC
22,0,0,57388,"Kia Motors Slovakia, s.r.o.",Slovakia,SK,0,212537,RIPE NCC
22,0,0,57388,Concern Titan-2 JSC,Russia,RU,0,209904,RIPE NCC
22,0,0,57388,Departament Smolenskoy oblasti po Informatsionnym tekhnologiyam,Russia,RU,0,205060,RIPE NCC
22,0,0,57388,World of connections Ltd.,Russia,RU,0,48709,RIPE NCC
22,0,0,57388,Digital communications standards LLC,Russia,RU,0,49351,RIPE NCC
22,0,0,57388,Open Joint Stock Company Russian Railways,Russia,RU,0,50885,RIPE NCC
22,0,0,57388,Gagra Telecom,Russia,RU,0,204496,RIPE NCC
22,0,0,57388,HTIN HTIN NETWORK COMPANY LIMITED,Myanmar,MM,0,139595,APNIC
22,0,0,57388,KOMOS GROUP LLC,Russia,RU,0,199014,RIPE NCC
22,0,0,57388,LLC RUNET,Russia,RU,0,41500,RIPE NCC
22,0,0,57388,"Myanmar Technology Gateway Co., Ltd",Myanmar,MM,0,135149,APNIC
22,0,0,57388,The State Tretyakov Gallery,Russia,RU,0,51831,RIPE NCC
22,0,0,57388,"LLC ""Nauka-Svyaz""",Russia,RU,0,200955,RIPE NCC
22,0,0,57388,FOP Golovin Vadim Victorovich,Russia,RU,0,57160,RIPE NCC
22,0,0,57388,Marksovskye Kabelnye Seti Ltd.,Russia,RU,0,58241,RIPE NCC
22,0,0,57388,JSC Narxoz University,Kazakhstan,KZ,0,205667,RIPE NCC
22,0,0,57388,Bank Freedom Finance Kazakhstan JSC,Kazakhstan,KZ,0,209120,RIPE NCC
22,0,0,57388,Air Astana JSC,Kazakhstan,KZ,0,213048,RIPE NCC
22,0,0,57388,"""Kazzinc"" LLP",Kazakhstan,KZ,0,209416,RIPE NCC
22,0,0,57388,Intprom,Russia,RU,0,206760,RIPE NCC
22,0,0,57388,N-Telecom Ltd,Russia,RU,0,60067,RIPE NCC
22,0,0,57388,"MUNICIPAL INSTITUTION ""CENTER OF MUNICIPAL INFORMATION RESOURCES AND TECHNOLOGIES""",Russia,RU,0,197780,RIPE NCC
22,0,0,57388,"JSC ""Trade Center Elektronika na Presny""",Russia,RU,0,60642,RIPE NCC
22,0,0,57388,Manchenko Sergiy Volodimirovich PE,Russia,RU,0,61058,RIPE NCC
22,0,0,57388,MegaTelekom. Ltd,Russia,RU,0,59831,RIPE NCC
22,0,0,57388,"Joint Stock Commercial Bank ""TRANSCAPITALBANK (JSC)",Russia,RU,0,50416,RIPE NCC
22,0,0,57388,OJSC INSURANCE COMPANY OF GAZ INDUSTRY SOGAZ,Russia,RU,0,51748,RIPE NCC
22,0,0,57388,Lankom OOO,Russia,RU,0,200803,RIPE NCC
22,0,0,57388,JSC Business and Technology Services,Kazakhstan,KZ,0,43215,RIPE NCC
22,0,0,57388,"JSC ""Kaztranscom""",Kazakhstan,KZ,0,49089,RIPE NCC
22,0,0,57388,"OJSC ""Rocket-space corporation ""Energy"" of S.P.Korolev""",Russia,RU,0,197858,RIPE NCC
22,0,0,57388,JSC BankCenterCredit,Kazakhstan,KZ,0,43601,RIPE NCC
22,0,0,57388,"Maksim trgovsko in storitveno podjetje, d.o.o.",Slovenia,SI,0,43663,RIPE NCC
22,0,0,57388,Karelova Olena Viktorivna,Ukraine,UA,0,202668,RIPE NCC
22,22,0,57388,IAIN Walisongo Semarang,Indonesia,ID,1,132638,APNIC
22,0,0,57388,Universitas Pendidikan Indonesia,Indonesia,ID,0,18394,APNIC
22,0,0,57388,"Dinas Komunikasi, Informatika, Statistik dan Persandian Provinsi Banten",Indonesia,ID,0,136091,APNIC
22,0,0,57388,Trisakti University,Indonesia,ID,0,58479,APNIC
22,0,0,57388,City National Bank,United States,US,0,393346,ARIN
22,0,0,57388,VPH,United States,US,0,393868,ARIN
22,0,0,57388,Publishers Clearing House LLC,United States,US,0,396130,ARIN
22,0,0,57388,SkyHi Broadband,United States,US,0,396481,ARIN
22,0,0,57388,Plastipak Packaging,United States,US,0,23306,ARIN
22,0,0,57388,"CCS Business Solutions, Inc.",United States,US,0,40691,ARIN
22,0,0,57388,"Cape Regional Medical Center, Inc.",United States,US,0,394096,ARIN
22,0,0,57388,"Randolph Hospital, Inc.",United States,US,0,20449,ARIN
22,0,0,57388,Forsyth County Board of Education,United States,US,0,40109,ARIN
22,0,0,57388,"St. Mary's Medical Center, Inc.",United States,US,0,394668,ARIN
22,0,0,57388,Raiffeisen Bank D.D. Bosnia and Herzegovina,Bosnia and Herzegovina,BA,0,43947,RIPE NCC
22,0,0,57388,Valmont Industries,United States,US,0,20103,ARIN
22,0,0,57388,"Monument Health Rapid City Hospital, Inc.",United States,US,0,10551,ARIN
22,0,0,57388,Ilani Resort,United States,US,0,396115,ARIN
22,0,0,57388,"Western Digitech, Inc.",United States,US,0,23103,ARIN
22,0,0,57388,"PT. Bakrie & Brothers, Tbk",Indonesia,ID,0,38494,APNIC
22,0,0,57388,PORT OF LOS ANGELES,United States,US,0,17101,ARIN
22,0,0,57388,Politeknik Negeri Bandung,Indonesia,ID,0,133355,APNIC
22,0,0,57388,Badan SAR Nasional,Indonesia,ID,0,63506,APNIC
22,0,0,57388,Randolph County Government of NC,United States,US,0,18847,ARIN
22,0,0,57388,"Vermont Electric Power Company, Inc.",United States,US,0,54956,ARIN
22,0,0,57388,Treasury Wine Estates Americas,United States,US,0,18955,ARIN
22,0,0,57388,Sunbelt Rentals,United States,US,0,21966,ARIN
22,0,0,57388,College of Eastern Idaho,United States,US,0,22704,ARIN
22,0,0,57388,Wilson Health,United States,US,0,397426,ARIN
22,0,0,57388,CONETRIX LLC,United States,US,0,33113,ARIN
22,0,0,57388,St Mary's University,United States,US,0,399346,ARIN
22,0,0,57388,Johnson County Iowa,United States,US,0,23538,ARIN
22,0,0,57388,Alvernia University,United States,US,0,26069,ARIN
22,0,0,57388,PT IndoDev Niaga Internet,Indonesia,ID,0,64308,APNIC
22,0,0,57388,PT DUTA VISUAL NUSANTARA TIVI TUJUH,Indonesia,ID,0,137365,APNIC
22,0,0,57388,Universitas Negeri Padang,Indonesia,ID,0,63499,APNIC
22,0,0,57388,DISKOMINFO Kab. Magelang,Indonesia,ID,0,137361,APNIC
22,22,0,57388,Universitas Lampung,Indonesia,ID,1,56237,APNIC
22,21,0,57388,PT LOTTE Data Communication Indonesia,Indonesia,ID,0.95,138853,APNIC
22,0,0,57388,Dinas Komunikasi dan Informatika Pemerintah Kota Semarang,Indonesia,ID,0,136843,APNIC
22,0,0,57388,PT. Lotte Data Communication Indonesia (LDCI),Indonesia,ID,0,132662,APNIC
22,0,0,57388,PT BUKIT MAKMUR MANDIRI UTAMA,Indonesia,ID,0,137357,APNIC
22,0,0,57388,UIN Sunan Gunung Djati Bandung,Indonesia,ID,0,63879,APNIC
22,0,0,57388,"MEI-GSR Holdings, LLC",United States,US,0,63301,ARIN
22,0,0,57388,Nanticoke Memorial Hospital INC,United States,US,0,393432,ARIN
22,0,0,57388,"WEYCO GROUP, INC",United States,US,0,31804,ARIN
22,0,0,57388,Wapole Island First Nation,Canada,CA,0,398720,ARIN
22,0,0,57388,City of London,Canada,CA,0,397264,ARIN
22,0,0,57388,Baycrest,Canada,CA,0,393877,ARIN
22,0,0,57388,Tony Graham Toyota,Canada,CA,0,54137,ARIN
22,0,0,57388,Loewen,Canada,CA,0,395248,ARIN
22,0,0,57388,Hamilton Public Library,Canada,CA,0,30638,ARIN
22,0,0,57388,City of Lethbridge,Canada,CA,0,25925,ARIN
22,22,0,57388,London Drugs Limited,Canada,CA,1,53714,ARIN
22,0,0,57388,Toronto Hydro Electric System Limited,Canada,CA,0,20045,ARIN
22,0,0,57388,Halifax International Airport Authority,Canada,CA,0,22372,ARIN
22,0,0,57388,Providence University College & Theological Seminary,Canada,CA,0,397321,ARIN
22,0,0,57388,ZOLL Medical Corporation,United States,US,0,19712,ARIN
22,0,0,57388,Punxsutawney Area Hospital,United States,US,0,394921,ARIN
22,0,0,57388,PNE,Canada,CA,0,40282,ARIN
22,0,0,57388,City of Brampton,Canada,CA,0,23457,ARIN
22,0,0,57388,Datecs Ltd.,Bulgaria,BG,0,39357,RIPE NCC
22,0,0,57388,Investbank AD,Bulgaria,BG,0,202690,RIPE NCC
22,0,0,57388,SOT Security and Observation Technologies EOOD,Bulgaria,BG,0,50431,RIPE NCC
22,0,0,57388,Syncsort Inc.,United States,US,0,21941,ARIN
22,0,0,57388,The Calgary Airport Authority,Canada,CA,0,17181,ARIN
22,0,0,57388,Black Gold Regional Division No. 18,Canada,CA,0,54477,ARIN
22,0,0,57388,Kingston Health Sciences Centre,Canada,CA,0,398954,ARIN
22,0,0,57388,RIMQ,Canada,CA,0,36255,ARIN
22,0,0,57388,"HRL Laboratories, LLC",United States,US,0,397061,ARIN
22,0,0,57388,Straub Clinic & Hospital,United States,US,0,399518,ARIN
22,0,0,57388,wellteck it,United States,US,0,396938,ARIN
22,0,0,57388,The Salvation Army,United States,US,0,394817,ARIN
22,0,0,57388,Springfield School District,United States,US,0,62718,ARIN
22,0,0,57388,Metropolitan Nashville Airport Authority,United States,US,0,13957,ARIN
22,0,0,57388,"Bunzl Distribution, Inc.",United States,US,0,19650,ARIN
22,0,0,57388,SSG OHIO,United States,US,0,26957,ARIN
22,0,0,57388,ATMOS ENERGY CORP,United States,US,0,35858,ARIN
22,0,0,57388,"The Harrison Memorrial Hospital, Inc.",United States,US,0,393896,ARIN
22,0,0,57388,CAVALIERS OPERATING CO LLC.,United States,US,0,22708,ARIN
22,0,0,57388,"Swire Coca-Cola, USA",United States,US,0,14034,ARIN
22,0,0,57388,The Queen's Medical Center,United States,US,0,395618,ARIN
